Feature ID	Taxon
32619|Sorghum mosaic virus (SrMV)	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Sorghum mosaic virus (SrMV)
32619|Sorghum mosaic virus (SrMV)	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Sorghum mosaic virus (SrMV)
32619|Sorghum mosaic virus (SrMV)	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Sorghum mosaic virus (SrMV)
2557970|Maize streak dwarfing virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak dwarfing virus
2557970|Maize streak dwarfing virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak dwarfing virus
2557970|Maize streak dwarfing virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak dwarfing virus
221262|Pennisetum Mosaic Virus	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Pennisetum Mosaic Virus
221262|Pennisetum Mosaic Virus	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Pennisetum Mosaic Virus
221262|Pennisetum Mosaic Virus	k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Patatavirales;f__Potyviridae;g__Potyvirus;s__Pennisetum Mosaic Virus
12327|Barley stripe mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Virgaviridae;g__Hordeivirus;s__Barley stripe mosaic virus
12327|Barley stripe mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Virgaviridae;g__Hordeivirus;s__Barley stripe mosaic virus
12327|Barley stripe mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Virgaviridae;g__Hordeivirus;s__Barley stripe mosaic virus
12302|Brome mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Bromovirus;s__Brome mosaic virus
12302|Brome mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Bromovirus;s__Brome mosaic virus
12302|Brome mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Bromovirus;s__Brome mosaic virus
2964312|Cereal chlorotic mottle virus	k__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Gammanucleorhabdovirus;s__Cereal chlorotic mottle virus
2964312|Cereal chlorotic mottle virus	k__Orthornavirae;p__Negarnaviricota;c__Monjiviricetes;o__Mononegavirales;f__Rhabdoviridae;g__Gammanucleorhabdovirus;s__Cereal chlorotic mottle virus
12305|Cucumber mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Cucumovirus;s__Cucumber mosaic virus
12305|Cucumber mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Cucumovirus;s__Cucumber mosaic virus
12305|Cucumber mosaic virus	k__Orthornavirae;p__Kitrinoviricota;c__Alsuviricetes;o__Martellivirales;f__Bromoviridae;g__Cucumovirus;s__Cucumber mosaic virus
328622|Maize yellow stripe virus	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Maize yellow stripe virus
328622|Maize yellow stripe virus	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Maize yellow stripe virus
328622|Maize yellow stripe virus	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Maize yellow stripe virus
1182518|Maize streak Reunion virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak Reunion virus
1182518|Maize streak Reunion virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak Reunion virus
1182518|Maize streak Reunion virus	k__Shotokuvirae;p__Cressdnaviricota;c__Repensiviricetes;o__Geplafuvirales;f__Geminiviridae;g__Mastrevirus;s__Maize streak Reunion virus
3052763|Rice stripe virus / Tenuivirus oryzaclavatae	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Rice stripe virus / Tenuivirus oryzaclavatae
3052763|Rice stripe virus / Tenuivirus oryzaclavatae	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Rice stripe virus / Tenuivirus oryzaclavatae
3052763|Rice stripe virus / Tenuivirus oryzaclavatae	k__Orthornavirae;p__Negarnaviricota;c__Bunyaviricetes;o__Hareavirales;f__Phenuiviridae;g__Tenuivirus;s__Rice stripe virus / Tenuivirus oryzaclavatae
1756285|Maize-associated totivirus	k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Orthototiviridae;g__Totivirus;s__Maize-associated totivirus
1756285|Maize-associated totivirus	k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Orthototiviridae;g__Totivirus;s__Maize-associated totivirus
1756285|Maize-associated totivirus	k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Orthototiviridae;g__Totivirus;s__Maize-associated totivirus
117187|Fusarium verticillioides (Gibberella moniliformis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium verticillioides (Gibberella moniliformis)
117187|Fusarium verticillioides (Gibberella moniliformis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium verticillioides (Gibberella moniliformis)
117187|Fusarium verticillioides (Gibberella moniliformis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium verticillioides (Gibberella moniliformis)
5518|Fusarium graminearum (Gibberella zeae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium graminearum (Gibberella zeae)
5518|Fusarium graminearum (Gibberella zeae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium graminearum (Gibberella zeae)
5518|Fusarium graminearum (Gibberella zeae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium graminearum (Gibberella zeae)
948311|Fusarium proliferatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium proliferatum
948311|Fusarium proliferatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium proliferatum
948311|Fusarium proliferatum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium proliferatum
42677|Fusarium subglutinans	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium subglutinans
42677|Fusarium subglutinans	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium subglutinans
42677|Fusarium subglutinans	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium subglutinans
5127|Gibberella fujikuroi (Fusarium fujikuroi)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Gibberella fujikuroi (Fusarium fujikuroi)
5127|Gibberella fujikuroi (Fusarium fujikuroi)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Gibberella fujikuroi (Fusarium fujikuroi)
5127|Gibberella fujikuroi (Fusarium fujikuroi)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Gibberella fujikuroi (Fusarium fujikuroi)
31870|Colletotrichum graminicola /Glomerella graminicola	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum graminicola /Glomerella graminicola
31870|Colletotrichum graminicola /Glomerella graminicola	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum graminicola /Glomerella graminicola
31870|Colletotrichum graminicola /Glomerella graminicola	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Glomerellaceae;g__Colletotrichum;s__Colletotrichum graminicola /Glomerella graminicola
238245|Stenocarpella maydis (Diplodia maydis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella maydis (Diplodia maydis)
238245|Stenocarpella maydis (Diplodia maydis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella maydis (Diplodia maydis)
238245|Stenocarpella maydis (Diplodia maydis)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella maydis (Diplodia maydis)
371126|Stenocarpella macrospora	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella macrospora
371126|Stenocarpella macrospora	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella macrospora
371126|Stenocarpella macrospora	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Diaporthaceae;g__Stenocarpella;s__Stenocarpella macrospora
335854|Nigrospora oryzae (Khuskia oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Apiosporaceae;g__Nigrospora;s__Nigrospora oryzae (Khuskia oryzae)
335854|Nigrospora oryzae (Khuskia oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Apiosporaceae;g__Nigrospora;s__Nigrospora oryzae (Khuskia oryzae)
335854|Nigrospora oryzae (Khuskia oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;f__Apiosporaceae;g__Nigrospora;s__Nigrospora oryzae (Khuskia oryzae)
5046|Sarocladium strictum (Acremonium strictum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium strictum (Acremonium strictum)
5046|Sarocladium strictum (Acremonium strictum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium strictum (Acremonium strictum)
5046|Sarocladium strictum (Acremonium strictum)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Sarocladiaceae;g__Sarocladium;s__Sarocladium strictum (Acremonium strictum)
89175|Claviceps gigantea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps;s__Claviceps gigantea
89175|Claviceps gigantea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps;s__Claviceps gigantea
89175|Claviceps gigantea	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Claviceps;s__Claviceps gigantea
318829|Pyricularia oryzae (Magnaporthe oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Pyriculariaceae;g__Pyricularia;s__Pyricularia oryzae (Magnaporthe oryzae)
318829|Pyricularia oryzae (Magnaporthe oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Pyriculariaceae;g__Pyricularia;s__Pyricularia oryzae (Magnaporthe oryzae)
318829|Pyricularia oryzae (Magnaporthe oryzae)	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Pyriculariaceae;g__Pyricularia;s__Pyricularia oryzae (Magnaporthe oryzae)
93612|Exserohilum turcicum (Setosphaeria turcica)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum turcicum (Setosphaeria turcica)
93612|Exserohilum turcicum (Setosphaeria turcica)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum turcicum (Setosphaeria turcica)
93612|Exserohilum turcicum (Setosphaeria turcica)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum;s__Exserohilum turcicum (Setosphaeria turcica)
5016|Bipolaris maydis (Cochliobolus heterostrophus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis (Cochliobolus heterostrophus)
5016|Bipolaris maydis (Cochliobolus heterostrophus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis (Cochliobolus heterostrophus)
5016|Bipolaris maydis (Cochliobolus heterostrophus)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris maydis (Cochliobolus heterostrophus)
5017|Bipolaris zeicola (Cochliobolus carbonum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris zeicola (Cochliobolus carbonum)
5017|Bipolaris zeicola (Cochliobolus carbonum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris zeicola (Cochliobolus carbonum)
5017|Bipolaris zeicola (Cochliobolus carbonum)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris;s__Bipolaris zeicola (Cochliobolus carbonum)
135779|Cercospora zeae-maydis	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora zeae-maydis
135779|Cercospora zeae-maydis	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora zeae-maydis
135779|Cercospora zeae-maydis	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora zeae-maydis
35725|Macrophomina phaseolina	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Macrophomina;s__Macrophomina phaseolina
35725|Macrophomina phaseolina	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Macrophomina;s__Macrophomina phaseolina
35725|Macrophomina phaseolina	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Macrophomina;s__Macrophomina phaseolina
259522|Didymella maydis (Phyllosticta maydis)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella maydis (Phyllosticta maydis)
259522|Didymella maydis (Phyllosticta maydis)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella maydis (Phyllosticta maydis)
259522|Didymella maydis (Phyllosticta maydis)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__Didymella maydis (Phyllosticta maydis)
5059|Aspergillus flavus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus flavus
5059|Aspergillus flavus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus flavus
5059|Aspergillus flavus	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus flavus
5061|Aspergillus niger	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus niger
5061|Aspergillus niger	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus niger
5061|Aspergillus niger	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus niger
69781|Penicillium oxalicum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium oxalicum
69781|Penicillium oxalicum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium oxalicum
69781|Penicillium oxalicum	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium oxalicum
5270|Mycosarcoma maydis (Ustilago maydis)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Mycosarcoma;s__Mycosarcoma maydis (Ustilago maydis)
5270|Mycosarcoma maydis (Ustilago maydis)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Mycosarcoma;s__Mycosarcoma maydis (Ustilago maydis)
5270|Mycosarcoma maydis (Ustilago maydis)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Mycosarcoma;s__Mycosarcoma maydis (Ustilago maydis)
72558|Sporisorium reilianum (Sphacelotheca reiliana)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium reilianum (Sphacelotheca reiliana)
72558|Sporisorium reilianum (Sphacelotheca reiliana)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium reilianum (Sphacelotheca reiliana)
72558|Sporisorium reilianum (Sphacelotheca reiliana)	k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Ustilaginales;f__Ustilaginaceae;g__Sporisorium;s__Sporisorium reilianum (Sphacelotheca reiliana)
27349|Puccinia sorghi	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia sorghi
27349|Puccinia sorghi	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia sorghi
27349|Puccinia sorghi	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia sorghi
684837|Puccinia polysora	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia polysora
684837|Puccinia polysora	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia polysora
684837|Puccinia polysora	k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Pucciniales;f__Pucciniaceae;g__Puccinia;s__Puccinia polysora
456999|Rhizoctonia solani (Thanatephorus cucumeris)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani (Thanatephorus cucumeris)
456999|Rhizoctonia solani (Thanatephorus cucumeris)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani (Thanatephorus cucumeris)
456999|Rhizoctonia solani (Thanatephorus cucumeris)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia;s__Rhizoctonia solani (Thanatephorus cucumeris)
39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiaceae;g__Agroathelia;s__Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)
39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiaceae;g__Agroathelia;s__Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)
39291|Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiaceae;g__Agroathelia;s__Agroathelia rolfsii (Sclerotium rolfsii, Athelia rolfsii)
1592451|Kabatiella zeae (Aureobasidium zeae)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Kabatiella zeae (Aureobasidium zeae)
1592451|Kabatiella zeae (Aureobasidium zeae)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Kabatiella zeae (Aureobasidium zeae)
1592451|Kabatiella zeae (Aureobasidium zeae)	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Kabatiella zeae (Aureobasidium zeae)
276838|Physoderma maydis	k__Fungi;p__Blastocladiomycota;c__Physodermatomycetes;o__Physodermatales;f__Physodermataceae;g__Physoderma;s__Physoderma maydis
276838|Physoderma maydis	k__Fungi;p__Blastocladiomycota;c__Physodermatomycetes;o__Physodermatales;f__Physodermataceae;g__Physoderma;s__Physoderma maydis
29918|Cladosporium herbarum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium herbarum
29918|Cladosporium herbarum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium herbarum
29918|Cladosporium herbarum	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium herbarum
67620|Graphium penicillioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Graphiaceae;g__Graphium;s__Graphium penicillioides
67620|Graphium penicillioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Graphiaceae;g__Graphium;s__Graphium penicillioides
67620|Graphium penicillioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Graphiaceae;g__Graphium;s__Graphium penicillioides
1825666|Phyllachora maydis	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora maydis
1825666|Phyllachora maydis	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora maydis
1825666|Phyllachora maydis	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Phyllachora;s__Phyllachora maydis
65070|Pythium aphanidermatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aphanidermatum
65070|Pythium aphanidermatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aphanidermatum
65070|Pythium aphanidermatum	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium aphanidermatum
82937|Pythium graminicola	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium graminicola
82937|Pythium graminicola	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium graminicola
82937|Pythium graminicola	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium graminicola
82932|Pythium arrhenomanes	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium arrhenomanes
82932|Pythium arrhenomanes	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium arrhenomanes
82932|Pythium arrhenomanes	k__Chromista;p__Oomycota;c__Peronosporomycetes;o__Pythiales;f__Pythiaceae;g__Pythium;s__Pythium arrhenomanes
61235|Fusarium equiseti	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium equiseti
61235|Fusarium equiseti	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium equiseti
61235|Fusarium equiseti	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium equiseti
5514|Fusarium sporotrichioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sporotrichioides
5514|Fusarium sporotrichioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sporotrichioides
5514|Fusarium sporotrichioides	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium sporotrichioides
36050|Fusarium poae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium poae
36050|Fusarium poae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium poae
36050|Fusarium poae	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium poae
5516|Fusarium culmorum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium culmorum
5516|Fusarium culmorum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium culmorum
5516|Fusarium culmorum	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium culmorum
