qseqid	reads	unite_taxonomy	unite_confidence	unite_kingdom	unite_phylum	unite_class	unite_order	unite_family	unite_genus	unite_species	unite_pathogen_species	unite_pathogen_genus	mpdb_subject	mpdb_pident	mpdb_qcovs	mpdb_species	mpdb_genus	mpdb_species_hit_ok	mpdb_genus_hit_ok	mpdb_pathogen_species	mpdb_pathogen_genus	mpdb_unite_genus_agree
ASV_ID_373	1410	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Calloriaceae;g__Laetinaevia;s__Laetinaevia_carneoflavida	0.9979014054852083	Fungi	Ascomycota	Leotiomycetes	Helotiales	Calloriaceae	Laetinaevia	Laetinaevia carneoflavida	False	False	Botrytis cinerea	83.191	67.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_374	1408	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_nurragi	0.4585458159672435	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nurragi	False	False	Fusarium tricinctum	99.22	73.0	Fusarium tricinctum	Fusarium	False	True	False	True	True
ASV_ID_375	1402	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pseudombrophilaceae;g__Pseudombrophilaceae_gen_Incertae_sedis;s__Pseudombrophilaceae_sp	0.743415568696757	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Pseudombrophilaceae_gen_Incertae_sedis	Pseudombrophilaceae sp	False	False	Lasiodiplodia theobromae / Botryodiplodia tubericola	94.505	24.0	Lasiodiplodia theobromae / Botryodiplodia tubericola	Lasiodiplodia	False	False	False	False	False
ASV_ID_376	1401	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Tausonia;s__Tausonia_pullulans	0.9999999998467786	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia pullulans	False	False	Waitea zeae (Rhizoctonia zeae)	95.263	25.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_377	1399	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5595162524448692	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	95.122	23.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_378	1393	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronemataceae_gen_Incertae_sedis;s__Pyronemataceae_sp	0.9318478225720911	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae sp	False	False	Lasiodiplodia theobromae / Botryodiplodia tubericola	95.48	24.0	Lasiodiplodia theobromae / Botryodiplodia tubericola	Lasiodiplodia	False	False	False	False	False
ASV_ID_379	1391	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6564428987251272	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	86.141	51.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_380	1387	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus	0.6815332617631108	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus	False	False	Botrytis cinerea	83.519	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_381	1386	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6052176929529427	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	96.175	23.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_382	1381	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5906862137856009	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	85.965	57.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_383	1378	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5378178879680694	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	95.263	25.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_384	1377	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Botryotrichum;s__Botryotrichum_atrogriseum	0.6237049169802379	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum atrogriseum	False	False	Fusarium oxysporum	93.869	65.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_385	1376	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6328856854158643	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	83.296	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_386	1368	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_nigrescens	0.9703377652412879	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola nigrescens	False	False	Fusarium oxysporum	92.657	65.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_387	1367	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.490813033612764	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	95.263	25.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_388	1365	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_aphidis	0.8588537479492868	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium aphidis	False	True	Cladosporium cladosporioides	100.0	70.0	Cladosporium cladosporioides	Cladosporium	False	True	False	True	True
ASV_ID_389	1363	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea	0.9997287923830276	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea	False	False	Fusarium oxysporum	96.175	23.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_390	1362	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6434117764396982	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	86.141	51.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_391	1360	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5953370178266226	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	83.191	67.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_392	1359	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_appendiculatus	0.5216538486354262	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus appendiculatus	False	False	Botrytis cinerea	86.141	51.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_393	1353	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6247916964595037	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	86.89	45.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_394	1350	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5002593973225599	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	94.915	14.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_395	1339	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_sardiniae	0.6566489769625097	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Humicola sardiniae	False	False	Fusarium oxysporum	93.827	67.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_396	1335	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_elizabethkennyiae	0.5470962823301848	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia elizabethkennyiae	False	False	Fusarium oxysporum	95.706	21.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_397	1332	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6741743098478966	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	82.957	66.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_398	1324	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_hyalina	0.9999886246031747	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia hyalina	False	False	Waitea zeae (Rhizoctonia zeae)	94.253	22.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_399	1323	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9485109730800113	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	86.577	23.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_400	1317	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6136421132209899	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	83.519	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_401	1315	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma_prosopidis	0.9745164109036665	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma prosopidis	False	False	Leptosphaerulina australis	96.04	74.0	Leptosphaerulina australis	Leptosphaerulina	False	True	False	True	False
ASV_ID_402	1308	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9586144610641487	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
ASV_ID_403	1307	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6196578043873673	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium concentricum	86.68	73.0	Fusarium concentricum	Fusarium	False	False	False	False	False
ASV_ID_404	1305	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_hyalina	0.9999865077760578	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia hyalina	False	False	Waitea zeae (Rhizoctonia zeae)	94.253	22.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_405	1302	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Ilyonectria;s__Ilyonectria_mors-panacis	0.582827691312431	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria mors-panacis	False	False	Fusarium proliferatum	89.981	73.0	Fusarium proliferatum	Fusarium	False	False	False	False	False
ASV_ID_406	1301	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.4943337466655544	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium oxysporum	96.175	23.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_407	1300	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__Nothophoma_prosopidis	0.5735675795090162	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Nothophoma	Nothophoma prosopidis	False	False	Epicoccum nigrum	99.791	70.0	Epicoccum nigrum	Epicoccum	False	True	False	True	False
ASV_ID_408	1294	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5349065424649968	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Fusarium solani (Neocosmospora solani)	99.211	72.0	Fusarium solani (Neocosmospora solani)	Fusarium	False	True	False	True	False
ASV_ID_409	1290	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.4759783765348778	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	95.0	15.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_410	1282	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5480725695817097	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Waitea zeae (Rhizoctonia zeae)	91.589	27.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_411	1281	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea	0.9991407224746836	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea	False	False	Fusarium oxysporum	96.175	23.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_412	1273	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea	0.999424555574249	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	Solicoccozyma terrea	False	False	Fusarium oxysporum	96.175	23.0	Fusarium oxysporum	Fusarium	False	False	False	False	False
ASV_ID_413	1268	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.47997503711436057	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	84.65	63.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_414	1267	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_roseus	0.6586307694464782	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus roseus	False	False	Botrytis cinerea	83.519	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_415	1261	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Cryptococcaceae;g__Cryptococcus;s__Cryptococcus_nyarrowii	0.9999999949147877	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus nyarrowii	False	False	Waitea zeae (Rhizoctonia zeae)	95.122	23.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_416	1258	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.8457572209886041	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Curvularia australiensis	95.0	15.0	Curvularia australiensis	Curvularia	False	False	False	False	False
ASV_ID_417	1256	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pseudombrophilaceae;g__Pseudombrophilaceae_gen_Incertae_sedis;s__Pseudombrophilaceae_sp	0.7498147364360104	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pseudombrophilaceae	Pseudombrophilaceae_gen_Incertae_sedis	Pseudombrophilaceae sp	False	False	Lasiodiplodia theobromae / Botryodiplodia tubericola	94.505	24.0	Lasiodiplodia theobromae / Botryodiplodia tubericola	Lasiodiplodia	False	False	False	False	False
ASV_ID_418	1256	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.4665277342081472	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Lasiodiplodia theobromae / Botryodiplodia tubericola	94.505	24.0	Lasiodiplodia theobromae / Botryodiplodia tubericola	Lasiodiplodia	False	False	False	False	False
ASV_ID_419	1254	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Lasionectria;s__Lasionectria_bisepta	0.48189649237998616	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Lasionectria	Lasionectria bisepta	False	False	Sarocladium strictum (Acremonium strictum)	86.667	58.0	Sarocladium strictum (Acremonium strictum)	Sarocladium	False	False	False	False	False
ASV_ID_420	1253	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_duclauxii	0.4568434033456847	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces duclauxii	False	False	Penicillium verrucosum	97.701	73.0	Penicillium verrucosum	Penicillium	False	True	False	True	False
ASV_ID_421	1250	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.6006464742993608	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	83.296	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_422	1249	k__Fungi;p__Chytridiomycota;c__Chytridiomycota_cls_Incertae_sedis;o__Chytridiomycota_ord_Incertae_sedis;f__Chytridiomycota_fam_Incertae_sedis;g__Chytridiomycota_gen_Incertae_sedis;s__Chytridiomycota_sp	0.5556820404682127	Fungi	Chytridiomycota	Chytridiomycota_cls_Incertae_sedis	Chytridiomycota_ord_Incertae_sedis	Chytridiomycota_fam_Incertae_sedis	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota sp	False	False	Waitea zeae (Rhizoctonia zeae)	94.253	22.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_423	1245	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;s__Pseudogymnoascus_sp	0.9269032709379194	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus sp	False	False	Botrytis cinerea	83.296	62.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_424	1242	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Linnemannia;s__Linnemannia_hyalina	0.9999837691689645	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia hyalina	False	False	Waitea zeae (Rhizoctonia zeae)	94.253	22.0	Waitea zeae (Rhizoctonia zeae)	Waitea	False	False	False	False	False
ASV_ID_425	1241	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.5976653380394344	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Botrytis cinerea	83.191	67.0	Botrytis cinerea	Botrytis	False	False	False	False	False
ASV_ID_426	1239	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_duclauxii	0.45082373105554097	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces duclauxii	False	False	Penicillium verrucosum	97.701	73.0	Penicillium verrucosum	Penicillium	False	True	False	True	False
ASV_ID_427	1238	k__Fungi;p__Fungi_phy_Incertae_sedis;c__Fungi_cls_Incertae_sedis;o__Fungi_ord_Incertae_sedis;f__Fungi_fam_Incertae_sedis;g__Fungi_gen_Incertae_sedis;s__Fungi_sp	0.9629713742920285	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi sp	False	False	Peronosclerospora miscanthi	96.825	9.0	Peronosclerospora miscanthi	Peronosclerospora	False	False	False	False	False
